회사명,신고기준년도,폐기물 종류,운반자,처리업소명,처리방법,공장대표주소,,업종명,생산품
(주)한스,2007,폐유리류,대구파유리,대구파유리,재활용(원료가공),경상북도 칠곡군 왜관읍 공단로 278,,,
(주)한스,2007,폐합성수지,그린환경,(주)선우환경,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로 278,,,
삼우TCS(주),2006,폐합성수지류(폐염화비닐수지류는 제외한다),(주)미주산업,(주)제일에너지,중간처분(일반소각),경상북도 칠곡군 왜관읍 2산업단지3길 71-19,,,
삼우TCS(주),2006,폐합성수지류(폐염화비닐수지류는 제외한다),미주산업(주),(주)그린알앤이달성지점,재활용(연료·고형연료제품 제조),경상북도 칠곡군 왜관읍 2산업단지3길 71-19,,,
삼우TCS(주),2006,폐합성수지류(폐염화비닐수지류는 제외한다),(주)미주산업,(주)제일환경,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 2산업단지3길 71-19,,,
(주)합동전자 남계지점,2006,폐수처리오니,(주)모드맨,(주)지엠이앤씨,매립(민간관리형매립시설),경상북도 칠곡군 약목면 약목로 20,,,
(주)럭키엔프라,2005,폐합성수지류,대신환경,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 가산면 호국로 1306-2,,,
(주)삼성PSL,2005,폐합성수지,(주)국인산업,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 기산면 기산공단1길 52,,,
신진태크(주),2005,폐합성수지,(주)태흥환경개발,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로6길 23,,,
진웅금속(주),2005,광재,(주)화림,(주)화림,재활용(기타),경상북도 칠곡군 가산면 학상1길 159-35,,,
진웅금속(주),2005,분진,(주)대경통운,(주)화림,재활용(기타),경상북도 칠곡군 가산면 학상1길 159-35,,,
광명금속(주),2005,그 밖의 분진,신대한정유산업(주),신대한정유산업(주),중간처분(고온소각),경상북도 칠곡군 가산면 학상1길 123,,,
광명금속(주),2005,비철금속제련공정광재,(주)안산산업,(주)안산산업,재활용(원료 제조),경상북도 칠곡군 가산면 학상1길 123,,,
광명금속(주),2005,폐내화물,(주)태흥환경개발,(주)이앤컴퍼티구미지점,매립(민간관리형매립시설),경상북도 칠곡군 가산면 학상1길 123,,,
광명금속(주),2005,그 밖의 분진,(주)태흥환경개발,(주)보광,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 학상1길 123,,,
일성,2004,분진,(주)유창이엔이,대화산업(주),재활용(기타),경상북도 칠곡군 약목면 무림4길 36,,,
일성,2004,폐주물사및샌드블라스트폐사,(주)유창이엔이,대화산업(주),재활용(기타),경상북도 칠곡군 약목면 무림4길 36,,,
(주)대현하이웨이 동명상휴게소,2004,폐합성수지류(폐염화비닐수지류는 제외한다),대명산업,진영제지공업(주),중간처분(일반소각),경상북도 칠곡군 동명면 중앙고속도로 123,,,
(주)대현하이웨이 동명상휴게소,2004,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),(주)신성오앤알,(주)신성오앤알,재활용(중간가공폐기물 제조),경상북도 칠곡군 동명면 중앙고속도로 123,,,
(주)대현하이웨이 동명상휴게소,2004,음식물류폐기물,농업회사법인(주)해인,금봉양돈,재활용(농업생산활동에 사용),경상북도 칠곡군 동명면 중앙고속도로 123,,,
(주)대현하이웨이 동명하휴게소,2004,폐합성수지류(폐염화비닐수지류는 제외한다),대명산업,진영제지공업(주),중간처분(일반소각),경상북도 칠곡군 동명면 중앙고속도로 122,,,
(주)대현하이웨이 동명하휴게소,2004,폐식용유(식용을 목적으로 식품 재료와 원료를 제조ㆍ조리ㆍ가공하거나 식용유를 유통ㆍ사용 또는 음식물류 폐기물을 처리하는 과정에서 발생하는 기름을 말한다),(주)신성오앤알,(주)신성오앤알,재활용(중간가공폐기물 제조),경상북도 칠곡군 동명면 중앙고속도로 122,,,
(주)대현하이웨이 동명하휴게소,2004,음식물류폐기물,농업회사법인(주)해인,금봉양돈,재활용(농업생산활동에 사용),경상북도 칠곡군 동명면 중앙고속도로 122,,,
주식회사 코모텍,2004,폐합성수지류(폐염화비닐수지류는 제외한다),덕영환경(주),(주)덕영에너지,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 공단로4길 17-26,,,
삼부개발,2004,폐목재류,대동산업,대동산업,재활용(기타),경상북도 칠곡군 왜관읍 공단로 267,,,
삼부개발,2004,폐합성수지류,구미환경,(주)이케이산업,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로 267,,,
삼부개발,2004,폐유리류,구미환경,동양에코(주),매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로 267,,,
화성씨링플라스틱,2004,폐합성수지류,(주)태흥환경개발,성대산업(주),재활용(기타),경상북도 칠곡군 석적읍 3공단2로 46  (3공단 14B),,,
화성씨링플라스틱,2004,폐합성수지류,(주)태흥환경개발,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 석적읍 3공단2로 46  (3공단 14B),,,
(주)시온글로브,2004,사업장일반폐기물,(주)태흥환경개발,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 가산면 호국로 1266-16,,,
부림섬유,2004,폐섬유류,대지섬유,대지섬유,중간처분(파쇄.분쇄),경상북도 칠곡군 왜관읍 공단로4길 45-18,,,
고택스,2004,폐섬유류,대지산업,대지산업,중간처분(파쇄.분쇄),경상북도 칠곡군 왜관읍 공단로2길 50,,,
대성섬유,2004,폐섬유류,(주)동진케미칼,(주)동진케미칼,중간처분(파쇄.분쇄),경상북도 칠곡군 왜관읍 공단로2길 40,,,
(주)지티아이,2004,폐합성수지,진성수지,진성수지,중간처분(용융),경상북도 칠곡군 석적읍 중지3길 6,,,
(주)화인알텍,2004,폐수처리오니,선우기업(주),(주)케이엠그린구미지점,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로3길 17-4,,,
(주)화인알텍,2004,폐합성수지류(폐염화비닐수지류는 제외한다),(주)그린알앤이달성지점,(주)그린알앤이달성지점,재활용(연료·고형연료제품 제조),경상북도 칠곡군 왜관읍 공단로3길 17-4,,,
(주)화인알텍,2004,폐합성수지류(폐염화비닐수지류는 제외한다),세원환경(주),(주)네비엔영천사무소,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로3길 17-4,,,
(주)화인알텍,2004,폐가구류_ 폐도장목_ 폐목재포장재_ 폐전선드럼(접착제_ 페인트_ 기름_ 콘크리트 등의 물질이 사용된 목재를 말한다),지씨테크(주)경산공장,지씨테크(주)경산공장,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 공단로3길 17-4,,,
(주)선테크,2004,폐합성수지,라경엔프라,라경엔프라,중간처분(파쇄.분쇄),경상북도 칠곡군 북삼읍 어로4길 74-3,,,
용천섬유,2004,사업장일반폐기물,중부산업,중부산업,재활용(기타),경상북도 칠곡군 왜관읍 공단로 183,,,
용천섬유,2004,사업장일반폐기물,중부산업,중부산업,재활용(기타),경상북도 칠곡군 왜관읍 공단로 183,,,
강북석재산업(주)칠곡지점,2003,폐수처리오니,내일산업,(유)신한기업,재활용(성토재·복토재 등으로 사용),경상북도 칠곡군 기산면 영리1길 7,,,
강북석재산업(주)칠곡지점,2003,폐석재,(주)청진기업,(주)청진기업,재활용(직접 제품제조),경상북도 칠곡군 기산면 영리1길 7,,,
강북석재산업(주)칠곡지점,2003,석재ㆍ골재폐수처리오니(석재ㆍ골재 생산 시 발생한 폐수를 처리하는 과정에서 발생한 오니로 한정한다),내일산업,(주)황등석산,재활용(성토재·복토재 등으로 사용),경상북도 칠곡군 기산면 영리1길 7,,,
(주)하나로물산,2003,공정오니,세원환경(주),(주)코엔텍,매립(기타매립시설),경상북도 칠곡군 왜관읍 공단로3길 17-8,,,
윈텍스,2003,폐섬유류,(주)태흥환경개발,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 석적읍 3공단2로 93,,,
세원기업(주),2003,폐섬유류,세방글로컬,세방글로컬,재활용(기타),경상북도 칠곡군 왜관읍 공단로10길 28,,,
세원기업(주),2003,폐합성수지류(폐염화비닐수지류는 제외한다),(주)성한환경,리클린대구주식회사,재활용(중간가공폐기물 제조),경상북도 칠곡군 왜관읍 공단로10길 28,,,
(주)케이앤피,2003,폐합성수지,벽방산업,벽방산업,재활용(기타),경상북도 칠곡군 석적읍 3공단1로 86-20,,,
(주)케이앤피,2003,폐합성수지,이케이산업,이케이산업,중간처분(고온소각),경상북도 칠곡군 석적읍 3공단1로 86-20,,,
(주)우성,2003,소각잔재물,경안환경,(주)선그린,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 구상길 96-7,,,
대구제일식품,2003,사업장폐기물,동창산업(주),(주)국인산업,매립(민간관리형매립시설),경상북도 칠곡군 동명면 봉암7길 77,,,
대구제일식품,2003,폐수처리오니,동창산업(주),(주)국인산업,매립(민간관리형매립시설),경상북도 칠곡군 동명면 봉암7길 77,,,
(주)백산레미콘,2003,건설폐기물,(주)성일산업,(주)성일산업,재활용(파쇄.분쇄),경상북도 칠곡군 가산면 학상1길 80,,,
(주)감로파인케미칼,2003,분진,경안산업,(주)코엔텍,매립(민간관리형매립시설),경상북도 칠곡군 약목면 교8길 105,,,
(주)감로파인케미칼,2003,소각잔재물,경안산업,(주)코엔텍,매립(민간관리형매립시설),경상북도 칠곡군 약목면 교8길 105,,,
(주)대진산업,2003,폐합성수지,동천수지,동천수지,중간처분(고온용융),경상북도 칠곡군 북삼읍 어로4길 31,,,
(주)득우,2003,폐수처리오니,세원환경,(주)코엔텍,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로10길 21,,,
(주)득우,2003,폐섬유류,원동산업,원동산업,중간처분(고온용융),경상북도 칠곡군 왜관읍 공단로10길 21,,,
(주)아워홈 경북영업소,2003,사업장폐기물,(주)태흥환경개발,(주)국인산업,매립(민간관리형매립시설),경상북도 칠곡군 가산면 경북대로 1460,,,
건풍산업(주)왜관공장,2003,폐섬유류,원동산업,원동산업,재활용(기타),경상북도 칠곡군 왜관읍 공단로10길 8,,,
미성실업(주),2003,폐콘크리트,(주)토종환경,(주)토종환경,재활용(파쇄.분쇄),경상북도 칠곡군 석적읍 석적로 345,,,
(주)덕우실업,2003,폐합성수지,원동산업,원동산업,재활용(기타),경상북도 칠곡군 왜관읍 공단로4길 31-32,,,
신화석재산업,2002,공정오니,세운환경,(주)국인산업,매립(민간관리형매립시설),경상북도 칠곡군 석적읍 포망로 224-14,,,
(주)한비론,2002,폐발포합성수지,영인케미칼,영인케미칼,재활용(원료 제조),경상북도 칠곡군 왜관읍 공단로5길 59-31,,,
(주)한비론,2002,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티엔에스,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로5길 59-31,,,
(주)한비론,2002,폐수처리오니,(주)서광기업,동양에코(주),매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로5길 59-31,,,
코맥스화학(주)왜관지점,2002,공정오니,(주)대화티엔에스,(주)케이엠그린구미지점,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로1길 82,,,
성광프라스틱,2002,폐합성수지,자가처리,자가,중간처분(용융),경상북도 칠곡군 가산면 심곡1길 7,,,
다이나믹스엔지니어링,2002,분진,(주)구미환경,(주)크레텍,매립(민간관리형매립시설),경상북도 칠곡군 가산면 경북대로 1455-35,,,
대덕환경산업(주)칠곡지점,2002,폐합성수지류(폐염화비닐수지류는 제외한다),(주)동화환경,(주)덕영에너지,재활용(중간가공폐기물 제조),경상북도 칠곡군 동명면 경북대로 720,,,
대덕환경산업(주)칠곡지점,2002,건축현장 폐목재(원목상태의 깨끗한 목재를 말한다),(주)동호환경,(주)덕영에너지,재활용(중간가공폐기물 제조),경상북도 칠곡군 동명면 경북대로 720,,,
대덕환경산업(주)칠곡지점,2002,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티엔에스,녹색자원(주),재활용(중간가공폐기물 제조),경상북도 칠곡군 동명면 경북대로 720,,,
대덕환경산업(주)칠곡지점,2002,그 밖의 폐목재류,(주)이엔티엔에스,대웅자원(주),재활용(연료·고형연료제품 제조),경상북도 칠곡군 동명면 경북대로 720,,,
대덕환경산업(주)칠곡지점,2002,그 밖의 폐기물,(주)대화티엔에스,(주)경주산업개발,매립(민간관리형매립시설),경상북도 칠곡군 동명면 경북대로 720,,,
(주)피앤텔 칠곡공장,2002,폐합성수지류(폐염화비닐수지류는 제외한다),(주)구미환경,(주)이앤이,중간처분(일반소각),경상북도 칠곡군 약목면 교8길 21,,,
디앤에스칼라테크(주),2002,폐합성수지,(주)서광기업,(주)그레텍,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로9길 24,,,
구미시설공단,2002,하수처리오니,(주)구미환경,(주)켐피아바이오,재활용(농업생산활동에 사용),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,폐토사,(주)한성,(주)정진,재활용(중간가공폐기물 제조),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,하수처리오니,자가,자가처리,재활용(연료·고형연료제품 제조),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,폐흡착제,내일산업,에코시스템(주)구미,매립(민간관리형매립시설),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,폐여과사,내일산업,에코시스템(주)구미,매립(민간관리형매립시설),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,폐합성수지류(폐염화비닐수지류는 제외한다),(주)대화티엔에스,(주)국인산업,중간처분(일반소각),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,사업장폐기물 소각시설 비산재,라이프환경,(주)청록,매립(민간관리형매립시설),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
구미시설공단,2002,하수처리오니,자가,자가처리,중간처분(일반소각),경상북도 칠곡군 석적읍 3공단1로 62-6,,,
소량배출인협의회,2002,그 밖의 소각시설 중 바닥재와 비산재가 분리ㆍ배출되는 시설에서 발생하는 비산재,오성기업,(주)와이에스텍,매립(기타매립시설),경상북도 칠곡군 약목면 복성4길 23,,,
소량배출인협의회,2002,그 밖의 소각시설 중 바닥재와 비산재가 분리ㆍ배출되는 시설에서 발생하는 비산재,오성기업,(주)와이에스텍,매립(기타매립시설),경상북도 칠곡군 약목면 복성4길 23,,,
칠곡엔바이로(주),2002,하수처리오니,(주)라이프환경,구미시설공단(구미하수처리장),재활용(연료·고형연료제품 제조),경상북도 칠곡군 약목면 교1길 61,,,
칠곡엔바이로(주),2002,하수처리오니,(주)라이프환경,경주산업개발,매립(민간관리형매립시설),경상북도 칠곡군 약목면 교1길 61,,,
칠곡엔바이로(주),2002,폐토사,라이프환경,청록(주),매립(민간관리형매립시설),경상북도 칠곡군 약목면 교1길 61,,,
칠곡엔바이로(주),2002,가축분뇨처리오니,라이프환경,(주)켐피아바이오,재활용(퇴비화),경상북도 칠곡군 약목면 교1길 61,,,
칠곡엔바이로(주),2002,하수처리오니,칠곡엔바이로(주),칠곡엔바이로(주),재활용(토질개선에 사용),경상북도 칠곡군 약목면 교1길 61,,,
칠곡엔바이로(주),2002,하수처리오니,라이프환경,구미시설공단(구미하수처리장),재활용(연료·고형연료제품 제조),경상북도 칠곡군 약목면 교1길 61,,,
칠곡엔바이로(주),2002,하수처리오니,라이프환경,서화농장,재활용(퇴비화),경상북도 칠곡군 약목면 교1길 61,,,
약목하수종말처리장,2002,사업장폐기물,동화개발(주),(주)선그린,매립(기타매립시설),경상북도 칠곡군 약목면 교1길 61,,,
약목하수종말처리장,2002,사업장폐기물,동화개발(주),(주)선그린,매립(기타매립시설),경상북도 칠곡군 약목면 교1길 61,,,
약목하수종말처리장,2002,오니류,동화개발(주),(주)선그린,매립(기타매립시설),경상북도 칠곡군 약목면 교1길 61,,,
주식회사 해원금속,2002,화학점결폐주물사,(주)대화티엔에스,(주)정진,재활용(중간가공폐기물 제조),경상북도 칠곡군 가산면 호국로 1306-11,,,
주식회사 해원금속,2002,화학점결폐주물사,(주)대화티엔에스,(주)티에스케이이앤이,매립(민간관리형매립시설),경상북도 칠곡군 가산면 호국로 1306-11,,,
빠스카식품,2002,그 밖의 폐수처리오니,선우기업(주),그린사이클링,재활용(토질개선에 사용),경상북도 칠곡군 동명면 경북대로 848,,,
빠스카식품,2002,그 밖의 식물성잔재물,동명농산,녹산농장,재활용(원형 재사용),경상북도 칠곡군 동명면 경북대로 848,,,
빠스카식품,2002,그 밖의 폐수처리오니,오성기업(주),(주)와이에스텍,매립(민간관리형매립시설),경상북도 칠곡군 동명면 경북대로 848,,,
칠곡군청,2001,토사,태흥환경개발,(주)국인산업,관리형매립,경상북도 칠곡군 왜관읍 군청1길 80,,,
태백목재(주),2001,폐목재류,영광공업(주),영광공업(주),기타재활용,경상북도 칠곡군 석적읍 포망로 198,,,
(주)폴리텍,2001,분진(대기오염방지시설에서 포집된 것에 한정하되_ 소각시설에서 발생되는 것은 제외한다),상운환경,코엔텍(주),관리형매립,경상북도 칠곡군 약목면 경호천동길 62-7,,,
(주)폴리텍,2001,폐합성수지류,상운환경,금호수지,재활용(파쇄.분쇄),경상북도 칠곡군 약목면 경호천동길 62-7,,,
(주)폴리텍,2001,폐합성수지류,(주)태경환경,원에코(주),중간처분(일반소각),경상북도 칠곡군 약목면 경호천동길 62-7,,,
현대플라스틱,2001,폐합성수지,대아산업,부산환경개발(주),소각,경상북도 칠곡군 가산면 학상1길 178,,,
한국전력공사 칠곡지사,2001,폐전주(폐애자_ 폐근가 및 폐합성수지제 커버류 등을 포함한다),(주)범웅리사이클링,(주)범웅리사이클링,재활용(직접 제품제조),경상북도 칠곡군 왜관읍 구상길 178 (한국전력공사칠곡지사),,,
(재)조양공원,2001,폐합성수지,(주)성광기업,(주)그레텍,소각,경상북도 칠곡군 지천면 달방길 215,,,
(주)LG유통경북영업소,2001,폐합성수지,(주)태흥환경개발,(주)국인산업,소각,경상북도 칠곡군 가산면 경북대로 1460,,,
(주)LG유통경북영업소,2001,사업장생활계폐기물,(주)태흥환경개발,(주)국인산업,소각,경상북도 칠곡군 가산면 경북대로 1460,,,
(주)득인기공,2001,폐합성수지,동광환경(주),(주)코엔텍,소각,경상북도 칠곡군 왜관읍 공단로4길 17-9,,,
레이젠(주),2001,폐합성수지,(주)럭키엔프라,(주)럭키엔프라,기타재활용,경상북도 칠곡군 왜관읍 공단로5길 18-24,,,
대보화섬,2001,폐합성수지,광덕수지,광덕수지,기타재활용,경상북도 칠곡군 왜관읍 공단로7길 21,,,
(주)선마이크로닉스,2001,폐수처리오니,오성기업(주),그린환경(주),관리형매립,경상북도 칠곡군 약목면 약목로 34-12,,,
(주)세융산업,2000,비철금속제련공정광재,(유)트윈물류,(주)화림,재활용(원료 제조),경상북도 칠곡군 왜관읍 공단로11길 46-5,,,
(주)세융산업,2000,그 밖의 분진,(유)트윈물류,(주)화림,재활용(원료 제조),경상북도 칠곡군 왜관읍 공단로11길 46-5,,,
(주)세융산업,2000,비철금속제련공정광재,(주)안산산업,(주)안산산업,재활용(원료 제조),경상북도 칠곡군 왜관읍 공단로11길 46-5,,,
(주)유창기업,2000,사업장폐기물,경남환경,(주)코엔텍,관리형매립,경상북도 칠곡군 왜관읍 공단로4길 7,,,
뉴드림마트,2000,생활폐기물,욱현환경,(주)국인산업,관리형매립,경상북도 칠곡군 석적읍 북중리3길 65,,,
유창섬유(주)왜관공장,2000,폐합성수지,황룡수지,황룡수지,중간처분(용융),경상북도 칠곡군 왜관읍 공단로7길 1,,,
유창섬유(주)왜관공장,2000,폐합성수지,자가처리,자가,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로7길 1,,,
유창섬유(주)왜관공장,2000,소각잔재물,삼육환경,써그린_국인상업,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로7길 1,,,
유창섬유(주)왜관공장,2000,분진,삼육환경,썬그린_국인산업,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로7길 1,,,
유창섬유(주)왜관공장,2000,사업장생활계폐기물,영광산업,영광선업,재활용(기타),경상북도 칠곡군 왜관읍 공단로7길 1,,,
유창섬유(주)왜관공장,2000,폐수처리오니,삼육화경,선양,매립(민간관리형매립시설),경상북도 칠곡군 왜관읍 공단로7길 1,,,
명신섬유공업(주),1999,사업장폐기물,(주)원동,(주)원동,중간처분(용융),경상북도 칠곡군 왜관읍 공단로8길 167,,,
우진기업,1998,폐수처리오니,구미환경,국인산업,매립(기타매립시설),경상북도 칠곡군 석적읍 포망로 216,,,
승우무역(주)왜관공장,1997,폐합성수지,건영산업,건영산업,파쇄.절단,경상북도 칠곡군 왜관읍 공단로 267,,,
경동사,1997,폐알카리,(주)한우,(주)한우,기타재활용,경상북도 칠곡군 왜관읍 공단로3길 22,,,
경동사,1997,폐페인트 및 폐락카,태흥환경,태흥환경,소각,경상북도 칠곡군 왜관읍 공단로3길 22,,,
대양산업(주),1996,폐합성수지,(주)오양,(주)오양,매립(기타매립시설),경상북도 칠곡군 왜관읍 공단로8길 75,,,
대양산업(주),1996,소각잔재물,(주)오양,(주)오양,매립(기타매립시설),경상북도 칠곡군 왜관읍 공단로8길 75,,,
(주)삼성제침,1996,폐수처리오니,(주)구미환경,(주)티에스케이이앤이,매립(관리형매립시설),경상북도 칠곡군 왜관읍 공단로 256,,,
(주)삼성제침,1996,폐합성수지류(폐염화비닐수지류는 제외한다),(주)구미환경,(주)이앤이,중간처분(일반소각),경상북도 칠곡군 왜관읍 공단로 256,,,
진영제지공업(주),1994,폐합성수지류(폐염화비닐수지류는 제외한다),자가처리,자가,중간처분(일반소각),경상북도 칠곡군 약목면 교8길 83,,,
진영제지공업(주),1994,사업장폐기물 소각시설 바닥재,(주)대화티엔에스,에코시스템(주)구미,매립(민간관리형매립시설),경상북도 칠곡군 약목면 교8길 83,,,
진영제지공업(주),1994,사업장폐기물 소각시설 비산재,(주)대화티엔에스,에코시스템(주)구미,매립(민간관리형매립시설),경상북도 칠곡군 약목면 교8길 83,,,
진영제지공업(주),1994,그 밖의 무기성오니,(주)대화티엔에스,에코시스템(주)구미,매립(민간관리형매립시설),경상북도 칠곡군 약목면 교8길 83,,,
한일건재공업(주),1992,폐콘크리트,(주)세명산업개발,(주)세명산업개발,중간처분(파쇄.분쇄),경상북도 칠곡군 북삼읍 금오동천로 27,,,
