순번,단지명,회사명,대표업종번호,업종번호,업종명,공장대표주소,시군구,설립구분,생산품
1338,서대구일반산업단지,(주)서진섬유,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대
1339,성서지방산업단지,(주)서진정보기술,58221,58221,시스템 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,달서구,지식산업센터,
1340,대구경북경제자유구역수성의료지구,(주)서진정보기술 ,58222,58222,응용 소프트웨어 개발 및 공급업,대구경북경제자유구역청,수성구,일반산업단지,응용소프트웨어개발 
1341,대구제3일반산업단지,(주)서하산업,25922,25922,도금업,대구제3산업단지관리공단,북구,일반산업단지,도금
1342,,(주)서한정공,28123,28123,배전반 및 전기 자동제어반 제조업,대구광역시 달성군,달성군,일반,전기자동화판넬
1343,성서지방산업단지,(주)석강,25929,25929+25944,그 외 기타 금속가공업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,철망등
1344,성서지방산업단지,(주)석영종합철강,24199,24199,그 외 기타 1차 철강 제조업,대구성서산업단지관리공단,달서구,일반산업단지,섬유및산업기계부품용
1345,달성일반산업단지,(주)석우특수연마테크,23992,23992,연마재 제조업,달성1차산업단지관리공단,달성군,일반산업단지,연마석
1346,성서지방산업단지,(주)선경타월,13219,13219,특수 직물 및 기타 직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,타올
1347,성서지방산업단지,(주)선경타월,13219,13219,특수 직물 및 기타 직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,타올
1348,대구이시아폴리스일반산업단지,(주)선미,14419,14419,기타 편조의복 액세서리 제조업,(사)대구검단산업단지관리공단,동구,일반산업단지,스카프+머플러+모자 등 섬유패션 액세서리
1349,북구검단지방산업단지,(주)선봉산업,25111,25111,금속 문+창+셔터 및 관련제품 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,창호
1350,성서지방산업단지,(주)선비테크,27216,27216,산업처리공정 제어장비 제조업,대구성서산업단지관리공단,달서구,일반산업단지,load+unload+test장비
1351,성서지방산업단지,(주)선우철강,72129,72129,기타 엔지니어링 서비스업,대구성서산업단지관리공단,달서구,일반산업단지,기계관련 엔지니어링 서비스
1352,성서지방산업단지,(주)선일기연,29280,29280,산업용 로봇 제조업,대구성서산업단지관리공단,달서구,일반산업단지,산업용 로봇제조
1353,,(주)선일로에스,23231,23231+23232,점토 벽돌+블록 및 유사 비내화 요업제품 제조업 외 1 종,대구광역시 달성군,달성군,일반,점토벽돌+블록및 유사 비내화 용업제품등
1354,대구염색일반산업단지,(주)선일텍스,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,폴리+면직물
1355,성서지방산업단지,(주)선진전력시스템,28123,28123,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,달서구,일반산업단지,전기분전반+자동제어반
1356,서대구일반산업단지,(주)선택,42202,42202+42201+42311+42321+42322+46521+46621,건물용 기계.장비 설치 공사업 외 6 종,서대구산업단지관리공단,서구,일반산업단지,정보통신공사+전기공사+기계설비공사
1357,서대구일반산업단지,(주)선택,42201,42201+42311+42321+42322+46521+46621,배관 및 냉ㆍ난방 공사업 외 5 종,서대구산업단지관리공단,서구,일반산업단지,냉난방 및 통신배선 공사 등
1358,성서지방산업단지,(주)설텍,28119,28119+28111+28114,기타 전기 변환장치 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,태양광발전장치 외
1359,성서지방산업단지,(주)설텍,28119,28119+28111+28114,기타 전기 변환장치 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,기타 전기 변환 장치
1360,성서지방산업단지,(주)성경에프에이,28123,28123,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,달서구,일반산업단지,PLC자동제어
1361,서대구일반산업단지,(주)성광공업,25922,25922,도금업,서대구산업단지관리공단,서구,일반산업단지,자동차부품 도금
1362,대구제3일반산업단지,(주)성광기기상사교육장비사업부,28111,28111+27212+27213+27219+28123,전동기 및 발전기 제조업 외 4 종,대구제3산업단지관리공단,북구,일반산업단지,만능전기시험기
1363,서대구일반산업단지,(주)성광도금,25922,25922,도금업,서대구산업단지관리공단,서구,일반산업단지,자동차부품 도금품
1364,성서지방산업단지,(주)성국,13219,13219,특수 직물 및 기타 직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,나일론+다후다
1365,서대구일반산업단지,(주)성덕,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비거주용 건물 임대
1366,서대구일반산업단지,(주)성도산업,25994,25994+25112+28422+28429,금속 표시판 제조업 외 3 종,서대구산업단지관리공단,서구,일반산업단지,금속표시판
1367,성서지방산업단지,(주)성도정공,29199,29199+29176,그 외 기타 일반목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,선박엔진부품
1368,대구국가산업단지,(주)성도팩,28429,28429,기타 조명장치 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,캠핑용 스마트 무드랜턴
1369,성서지방산업단지,(주)성림티앤티,22191,22191+22192,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,방진고무
1370,,(주)성보산업,30320,30320,자동차 차체용 신품 부품 제조업,대구광역시 북구,북구,일반,자동차차체용부품제조업
1371,,(주)성부팩,29192,29192+29293+29299,용기 세척+포장 및 충전기 제조업 외 2 종,대구광역시 달성군,,일반,자동포장기계
1372,성서지방산업단지,(주)성빈식품,10129,10129,육류 기타 가공 및 저장처리업 (가금류 제외),대구성서산업단지관리공단,달서구,일반산업단지,순대
1373,성서지방산업단지,(주)성산정밀,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,스프링와이프암바
1374,대구제3일반산업단지,(주)성산하이텍,29111,29111,내연기관 제조업,대구제3산업단지관리공단,북구,일반산업단지,선박엔진부품(오일피스톤 등)
1375,북구검단지방산업단지,(주)성삼,28123,28123+22241+22249+28422+29173,배전반 및 전기 자동제어반 제조업 외 4 종,(사)대구검단산업단지관리공단,북구,일반산업단지,계량기함+환풍기+전기콘트롤박스
1376,성서지방산업단지,(주)성삼,28123,28123+22241+22249+28422+29173,배전반 및 전기 자동제어반 제조업 외 4 종,대구성서산업단지관리공단,달서구,일반산업단지,배전반
1377,성서지방산업단지,(주)성서로타리,29223,29223,금속 절삭기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,전용자동화부품
1378,성서5차첨단산업단지,(주)성신앤큐,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달성군,일반산업단지,브레이크부품 외
1379,북구검단지방산업단지,(주)성안,13213,13213,화학섬유직물 직조업,(사)대구검단산업단지관리공단,북구,일반산업단지,폴리에스텔
1380,대구국가산업단지,(주)성안조명 대구지점,28422,28422+28410,일반용 전기 조명장치 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,LED조명장치
1381,성서지방산업단지,(주)성우,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품(에어백+브레이크)
1382,성서지방산업단지,(주)성우오토,25913,25913+25914,자동차용 금속 압형제품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,기계부품+농자재
1383,대구제3일반산업단지,(주)성우케미칼,20202,20202,합성수지 및 기타 플라스틱 물질 제조업,대구제3산업단지관리공단,북구,일반산업단지,합성수지
1384,성서지방산업단지,(주)성우프린텍,18119,18119+17229+18113,기타 인쇄업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,옵셋인쇄+종이상자
1385,,(주)성우하이텍,28429,28429+25121+28422+29294,기타 조명장치 제조업 외 3 종,대구광역시 북구,북구,일반,금형+전기증기발생기
1386,대구금호워터폴리스일반산업단지,(주)성우하이텍,29294,29294,주형 및 금형 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,콘크리트 금형
1387,대구제3일반산업단지,(주)성은스텐레스상사,25929,25929,그 외 기타 금속가공업,대구제3산업단지관리공단,북구,일반산업단지,철판+환봉 임가공
1388,북구검단지방산업단지,(주)성일이엔지산업,29250,29250+29229,음ㆍ식료품 및 담배 가공기계 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,자동감박피기+절삭가공기
1389,,(주)성일정보,26519,26519+26421+26429,비디오 및 기타 영상기기 제조업 외 2 종,대구광역시 북구,북구,일반,CCTV
1390,성서지방산업단지,(주)성일플레이팅,25922,25922,도금업,대구성서산업단지관리공단,달서구,일반산업단지,플라스틱도금
1391,서대구일반산업단지,(주)성재섬유,13211,13211,면직물 직조업,서대구산업단지관리공단,서구,일반산업단지,면직물직조
1392,성서지방산업단지,(주)성지테크,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,주형 및 금형
1393,대구국가산업단지,(주)성진,28422,28422+28410,일반용 전기 조명장치 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,일반용 전기 조명 장치 
1394,서대구일반산업단지,(주)성진EMB,13222,13222+13409,자수제품 및 자수용재료 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,의류용 자수제품
1395,서대구일반산업단지,(주)성진기업,13223,13223+25112+25932+29299,커튼 및 유사제품 제조업 외 3 종,서대구산업단지관리공단,서구,일반산업단지,블라인드
1396,성서지방산업단지,(주)성진산업,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,부품철재도색(농기계류)
1397,성서지방산업단지,(주)성진산업 지점,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,도장(농기계부품)
1398,서대구일반산업단지,(주)성진스틸,25113,25113,육상 금속 골조 구조재 제조업,서대구산업단지관리공단,서구,일반산업단지,철강재
1399,성서지방산업단지,(주)성진열처리공업,25921,25921,금속 열처리업,대구성서산업단지관리공단,달서구,일반산업단지,열처리
1400,,(주)성진인더스트리,29250,29250,음ㆍ식료품 및 담배 가공기계 제조업,대구광역시 북구,북구,일반,치킨기계
1401,성서지방산업단지,(주)성진자원,38311,38311+38312,금속류 해체 및 선별업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,철스크랩
1402,서대구일반산업단지,(주)성진직물,13219,13219,특수 직물 및 기타 직물 직조업,서대구산업단지관리공단,서구,일반산업단지,나일론
1403,달성2차일반산업단지,(주)성진케미칼,20499,20499,그 외 기타 분류 안된 화학제품 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,피막제+탈지제+표면조정제
1404,성서지방산업단지,(주)성진파스너,25941,25941,금속파스너 및 나사제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품
1405,성서지방산업단지,(주)성진포머,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품
1406,성서지방산업단지,(주)성진포머,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,브레이크부품
1407,성서지방산업단지,(주)성창산업,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,와이퍼암
1408,서대구일반산업단지,(주)성창에너지,38322,38322,비금속류 원료 재생업,서대구산업단지관리공단,서구,일반산업단지,재생연료
1409,성서5차첨단산업단지,(주)성창테크,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달성군,일반산업단지,로우암푸쉬파이프
1410,성서지방산업단지,(주)성창화섬,13213,13213+13211,화학섬유직물 직조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,직물
1411,성서지방산업단지,(주)성한,30331,30331+25113+25114+25933+25995+25999+30400+33993,자동차용 신품 동력전달장치 제조업 외 7 종,대구성서산업단지관리공단,달서구,일반산업단지,스플라인허브 외
1412,,(주)성현섬유,13219,13219,특수 직물 및 기타 직물 직조업,대구광역시 북구,북구,일반,수출(시트지)+블라인드
1413,성서지방산업단지,(주)성호정밀,29271,29271,반도체 제조용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,반도체제조기계부품(스크린프린터)
1414,,(주)성호철강,25112,25112,구조용 금속 판제품 및 공작물 제조업,대구광역시 북구,북구,일반,강판+강대
1415,서대구일반산업단지,(주)성호하이스트,13221,13221,침구 및 관련제품 제조업,서대구산업단지관리공단,서구,일반산업단지,침구류
1416,서대구일반산업단지,(주)성호하이텍,29223,29223+28511,금속 절삭기계 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,기계및반도체장비 부품+식기세척기
1417,서대구일반산업단지,(주)성호하이텍,29223,29223+29280,금속 절삭기계 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,기계부품+로봇관련기기
1418,서대구일반산업단지,(주)성호하이텍 (기숙사),29280,29280,산업용 로봇 제조업,서대구산업단지관리공단,서구,일반산업단지,로봇제조
1419,대구제3일반산업단지,(주)성화에스티 대구점,25929,25929,그 외 기타 금속가공업,대구제3산업단지관리공단,북구,일반산업단지,규격 철판 강재
1420,,(주)성환산업,29133,29133,탭+밸브 및 유사장치 제조업,대구광역시 동구,동구,일반,빗물여과기 및 빗물물탱크
1421,대구국가산업단지,(주)성훈,30391,30391,자동차용 신품 조향장치 및 현가 장치 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,자동차부품
1422,대구제3일반산업단지,(주)세강,22241,22241+22249,운송장비 조립용 플라스틱제품 제조업 외 1 종,대구제3산업단지관리공단,북구,일반산업단지,자동차부품(ROTOR) 등
1423,,(주)세계로,26421,26421+26529+28901,방송장비 제조업 외 2 종,대구광역시 동구,동구,일반,폐쇄회로 텔레비젼
1424,북구검단지방산업단지,(주)세광하이테크,29133,29133+30399,탭+밸브 및 유사장치 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,배관자재+자동차부품+농기계부품
1425,북구검단지방산업단지,(주)세광하이테크,30399,30399,그 외 자동차용 신품 부품 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,자동차 부품 부분품
1426,대구국가산업단지,(주)세광하이테크,30310,30310+30400,자동차 엔진용 신품 부품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,,국가산업단지,밸브
1427,,(주)세광하이테크,30399,30399+29133,그 외 자동차용 신품 부품 제조업 외 1 종,대구광역시 북구,북구,일반,배관자재
1428,대구국가산업단지,(주)세기테크,29294,29294,주형 및 금형 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,창호용부품+자동차부품
1429,서대구일반산업단지,(주)세림,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,임대업
1430,,(주)세명바이오텍,27112,27112,전기식 진단 및 요법 기기 제조업,대구광역시 동구,동구,일반,자외선조사기
1431,,(주)세명에스앤더블유,18111,18111,경 인쇄업,대구광역시 북구,북구,일반,고지서+DM발송
1432,,(주)세명테크,29120,29120+29131,유압기기 제조업 외 1 종,대구광역시 서구,서구,일반,펌프스크류 등
1433,대구제3일반산업단지,(주)세명프라즈마,25924,25924,절삭가공 및 유사처리업,대구제3산업단지관리공단,북구,일반산업단지,철판가공
1434,,(주)세밀,29280,29280,산업용 로봇 제조업,대구광역시 달성군,달성군,일반,자동화기기
1435,북구검단지방산업단지,(주)세븐케이스,18113,18113+17222+17223+17229,오프셋 인쇄업 외 3 종,(사)대구검단산업단지관리공단,북구,일반산업단지,식품지+공산품 박스+각종 인쇄물
1436,성서지방산업단지,(주)세비앙라이프광학,27193,27193,안경 및 안경렌즈 제조업,대구성서산업단지관리공단,달서구,일반산업단지,안경테
1437,대구금호워터폴리스일반산업단지,(주)세성,26299,26299,그 외 기타 전자부품 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,가스측정+감지+모니터링 제품
1438,,(주)세스트,26429,26429,기타 무선 통신장비 제조업,대구광역시 북구,북구,일반,생산품 전자명패+차량간 통신시스템
1439,성서5차첨단산업단지,(주)세신정밀,28111,28111+27191,전동기 및 발전기 제조업 외 1 종,대구성서산업단지관리공단,달성군,일반산업단지,BLDC모터
1440,성서지방산업단지,(주)세아섬유,13409,13409,섬유제품 기타 정리 및 마무리 가공업,대구성서산업단지관리공단,달서구,일반산업단지,원사호부
1441,,(주)세아정밀,18119,18119+18113,기타 인쇄업 외 1 종,대구광역시 서구,서구,일반,인쇄물
1442,성서지방산업단지,(주)세아포장공사,17223,17223+17222+17229,식품 위생용 종이 상자 및 용기 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,식품용 박스+포장용 박스
1443,성서지방산업단지,(주)세안정기,30201,30201+30202,차체 및 특장차 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,레이져 커팅가공+중장비부품+원자력 발전실 부품
1444,성서지방산업단지,(주)세양,27191,27191,치과용 기기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,치과용기기
1445,성서지방산업단지,(주)세양,27191,27191,치과용 기기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,치기공핸드피스+치과용핸드피스
1446,성서지방산업단지,(주)세양섬유,13409,13409,섬유제품 기타 정리 및 마무리 가공업,대구성서산업단지관리공단,달서구,일반산업단지,polyester 및 기타섬유 가공
1447,서대구일반산업단지,(주)세연,46465,46465,자전거 및 기타 운송장비 도매업,서대구산업단지관리공단,서구,일반산업단지,자전거
1448,성서지방산업단지,(주)세영하이테크,29111,29111,내연기관 제조업,대구성서산업단지관리공단,달서구,일반산업단지,선박엔진부품
1449,성서지방산업단지,(주)세영하이텍,22299,22299,그 외 기타 플라스틱 제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,베터리케이스사출 등
1450,성서지방산업단지,(주)세온텍스타일,73209,73209,패션+섬유류 및 기타 전문 디자인업,대구성서산업단지관리공단,달서구,일반산업단지,섬유디자인 외
1451,북구검단지방산업단지,(주)세원기전,29199,29199,그 외 기타 일반목적용 기계 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,자동조립장비
1452,성서지방산업단지,(주)세원미디어,13999,13999,그 외 기타 분류 안된 섬유제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,현수막 재단
1453,대구제3일반산업단지,(주)세원에스티엠,25112,25112,구조용 금속 판제품 및 공작물 제조업,대구제3산업단지관리공단,북구,일반산업단지,섬유기계 및 부품
1454,성서지방산업단지,(주)세원인더스,24222,24222,알루미늄 압연+압출 및 연신제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,알루미늄샤시
1455,성서지방산업단지,(주)세원정공,30320,30320+30400,자동차 차체용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차 차체부품
1456,성서지방산업단지,(주)세원철강,24199,24199,그 외 기타 1차 철강 제조업,대구성서산업단지관리공단,달서구,일반산업단지,철강가공
1457,서대구일반산업단지,(주)세원피앤피,10129,10129+10121+10122,육류 기타 가공 및 저장처리업 (가금류 제외) 외 2 종,서대구산업단지관리공단,서구,일반산업단지,계육(도체품)+포장축산물
1458,대구제3일반산업단지,(주)세원하이텍(2공장),25923,25923,도장 및 기타 피막처리업,대구제3산업단지관리공단,북구,일반산업단지,휴대폰케이스 코팅
1459,대구제3일반산업단지,(주)세이텍,25924,25924+23992+25113+25114+25119+25122+25123+25200+25912+25913+25914+25932+25933+25991+25995+25999+26429+27213+28111+28121+28122+28421+28422+28429+29132+29161+29169+29176+29194+29199+29221+29229+29261+29294+29299+30201+30202+30203+30331+30332+30391+30392+30399+30400+31114+31311+31312+31322+31910+32091,절삭가공 및 유사처리업 외 49 종,대구제3산업단지관리공단,북구,일반산업단지,군수장비 및 부품+기타
1460,성서지방산업단지,(주)세이프로드,22299,22299+25112+25113+25114,그 외 기타 플라스틱 제품 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,도로안전시설물
1461,,(주)세인테크,13994,13994,표면처리 및 적층 직물 제조업,대구광역시 달성군,,일반,안전망봉제
1462,대구염색일반산업단지,(주)세일섬유,13401,13401,솜 및 실 염색가공업,대구염색산업단지관리공단,서구,일반산업단지,사염
1463,대구제3일반산업단지,(주)세일정밀,29261,29261,산업용 섬유 세척+염색+정리 및 가공 기계 제조업,대구제3산업단지관리공단,북구,일반산업단지,섬유기계부품
1464,대구염색일반산업단지,(주)세일화섬,13401,13401,솜 및 실 염색가공업,대구염색산업단지관리공단,서구,일반산업단지,사염
1465,북구검단지방산업단지,(주)세정금속,25111,25111,금속 문+창+셔터 및 관련제품 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,건축용 내외장후렘+판넬 등
1466,달성2차일반산업단지,(주)세정지이,25913,25913+25914,자동차용 금속 압형제품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,산업기계 및 부품
1467,북구검단지방산업단지,(주)세종에스피,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,(사)대구검단산업단지관리공단,북구,일반산업단지,자동차부품(파이프가공 등)
1468,성서지방산업단지,(주)세종에프앤씨,29299,29299,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동차시트 조립라인 및 검사장비
1469,서대구일반산업단지,(주)세종엔지니어링,72121,72121,건물 및 토목 엔지니어링 서비스업,서대구산업단지관리공단,서구,일반산업단지,토목엔지니어링
1470,성서지방산업단지,(주)세종이엠시,29299,29299+29261,그 외 기타 특수목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,전자기기 시험기
1471,성서지방산업단지,(주)세종켐,20499,20499+20495,그 외 기타 분류 안된 화학제품 제조업 외 1 종,대구성서산업단지관리공단,달서구,지식산업센터,화확제품
1472,달성2차일반산업단지,(주)세종플랜트,29173,29173,산업용 송풍기 및 배기장치 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,송풍기 및 배기장치
1473,대구경북경제자유구역수성의료지구,(주)세중아이에스 ,58222,58222,응용 소프트웨어 개발 및 공급업,대구경북경제자유구역청,수성구,일반산업단지,응용소프트웨어개발및공급업 
1474,서대구일반산업단지,(주)세진글로벌,13213,13213+46742,화학섬유직물 직조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,폴리에스테르
1475,대구제3일반산업단지,(주)세진산업기계,29269,29269,기타 섬유+의복 및 가죽 가공 기계 제조업,대구제3산업단지관리공단,북구,일반산업단지,산업용섬유기계
1476,,(주)세진알앤티,22192,22192,산업용 그 외 비경화 고무제품 제조업,대구광역시 북구,북구,일반,가스켓
1477,성서지방산업단지,(주)세진폴리머,22191,22191+22192,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,자동차용배합고무
1478,성서지방산업단지,(주)세창,25941,25941+25913+25914+25942+25999+30391+30392+30399+30400,볼트 및 너트류 제조업 외 8 종,대구성서산업단지관리공단,달서구,일반산업단지,스냅링+파도와샤
1479,대구연구개발특구,(주)세창,30399,30399,그 외 자동차용 신품 부품 제조업,연구개발특구지원본부 대구기술사업화센터 운영지원팀,달성군,국가산업단지,자동차 에어컨 부품
1480,,(주)세창섬유,13109,13109+13221,기타 방적업 외 1 종,대구광역시 달성군,,일반,모포
1481,성서지방산업단지,(주)세한금속,25932,25932,일반철물 제조업,대구성서산업단지관리공단,달서구,일반산업단지,도어록부품
1482,,(주)세현글로벌,29174,29174,기체 여과기 제조업,대구광역시 북구,북구,일반,여과기
1483,성서지방산업단지,(주)세현소프트뱅크,58222,58222,응용 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,달서구,일반산업단지,소프트웨어개발
1484,대구제3일반산업단지,(주)세화기계,29269,29269,기타 섬유+의복 및 가죽 가공 기계 제조업,대구제3산업단지관리공단,북구,일반산업단지,세폭직기+전자쟈가드+니트기+정경기+벨벳직기
1485,서대구일반산업단지,(주)세화어패럴,14191,14191+14192,셔츠 및 블라우스 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,티셔츠
1486,대구제3일반산업단지,(주)세화정공,30399,30399+25913+25914+29294+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 6 종,대구제3산업단지관리공단,북구,일반산업단지,자동차부품+금형+자동차용프레스가공품
1487,,(주)세화정공2공장,29294,29294+25913+30399,주형 및 금형 제조업 외 2 종,대구광역시 북구,북구,일반,자동차부품
1488,성서지방산업단지,(주)세화하이테크,25924,25924,절삭가공 및 유사처리업,대구성서산업단지관리공단,달서구,일반산업단지,기계+자동차 부품
1489,성서지방산업단지,(주)세흥인쇄,22219,22219,기타인쇄업,대구성서산업단지관리공단,달서구,일반산업단지,인쇄물
1490,성서지방산업단지,(주)세흥인쇄,18119,18119+17211+17212+18113,기타 인쇄업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,식품과일포장상자 카다록+포장BOX
1491,대구국가산업단지,(주)센트랄모텍,30331,30331+30400,자동차용 신품 동력전달장치 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,PROPELLER SHAFT+DRIVE SHAFT+BEVEL GEAR
1492,대구국가산업단지,(주)센트랄모텍,30399,30399,그 외 자동차용 신품 부품 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,자동차부품
1493,성서지방산업단지,(주)셀바이오,20423,20423,화장품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,콘택트렌지 세정용액
1494,북구검단지방산업단지,(주)셀파코리아,29299,29299+29261,그 외 기타 특수목적용 기계 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,반자동 이송기
1495,,(주)셰빌리티,28119,28119,기타 전기 변환장치 제조업,대구광역시 북구,북구,일반,전기자동차용 배터리 충전기+전기공급장치
1496,성서지방산업단지,(주)셰프링,25992,25992+25923,수동식 식품 가공기기 및 금속 주방용기 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,후라이팬+냄비
1497,성서지방산업단지,(주)소담이앤씨,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,지식산업센터,임대
1498,,(주)소리,28421,28421+28422,운송장비용 조명장치 제조업 외 1 종,대구광역시 달성군,달성군,일반,자동차부품
1499,,(주)소바우,10122,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),대구광역시 달성군,,일반,한우 부분육
1500,대구국가산업단지,(주)소포스,23119,23119,기타 판유리 가공품 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,국가산업단지,에너지절약형유리
1501,성서지방산업단지,(주)소프트파크,27212,27212,전자기 측정+시험 및 분석기구 제조업,대구성서산업단지관리공단,달서구,일반산업단지,시험기 검사기
1502,,(주)솔라라이트,28119,28119+28114,기타 전기 변환장치 제조업 외 1 종,대구경북경제자유구역청,동구,일반,의료용UPS+전력공급 솔루션
1503,대구금호워터폴리스일반산업단지,(주)솔지,29175,29175,액체 여과기 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,액체여과기
1504,,(주)솔지,29175,29175+27213+29174,액체 여과기 제조업 외 2 종,대구광역시 달성군,달성군,일반,오일여과기
1505,성서지방산업단지,(주)송원이엔지,29172,29172+29173,공기 조화장치 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,공기순환장치
1506,성서지방산업단지,(주)송이실업,13213,13213+13211,화학섬유직물 직조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,폴리에스테르+면직물
1507,성서지방산업단지,(주)송천,13211,13211,면직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,면직물
1508,성서지방산업단지,(주)수성,23322,23322+23991+23993,레미콘 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,레미콘+아스콘
1509,성서지방산업단지,(주)수성레미콘,23322,23322,레미콘 제조업,대구성서산업단지관리공단,달서구,일반산업단지,레미콘
