순번,단지명,회사명,대표업종번호,업종번호,업종명,공장대표주소,시군구,설립구분,생산품
9223,성서지방산업단지,진영안료상사,20132,20132,염료+조제 무기안료+유연제 및 기타 착색제 제조업,대구성서산업단지관리공단,달서구,일반산업단지,착색재+마스타뱃치
9224,성서지방산업단지,진영엔지니어링,31202,31202,철도차량 부품 및 관련 장치물 제조업,대구성서산업단지관리공단,달서구,일반산업단지,AL덕트가공품(철도차량부품)
9225,서대구일반산업단지,진영염직,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대
9226,서대구일반산업단지,진영염직,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,임대업
9227,북구검단지방산업단지,진영전기,28123,28123+27213,배전반 및 전기 자동제어반 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,수배전반+MCC반+분전반+측정장비
9228,,진영커텐,13223,13223,커튼 및 유사제품 제조업,대구광역시 중구,중구,일반,커텐+이불+롤스크린
9229,서대구일반산업단지,진영토르크,28111,28111,전동기 및 발전기 제조업,서대구산업단지관리공단,서구,일반산업단지,전동기+인버터
9230,성서지방산업단지,진영하이테크,29199,29199+29176,그 외 기타 일반목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,목적용기계
9231,,진우산업,32099,32099,그 외 기타 가구 제조업,대구광역시 북구,북구,일반,가구제조(의자+탁자 등)
9232,,진우테크,29222,29222+29224,디지털 적층 성형기계 제조업 외 1 종,대구광역시 달성군,달성군,일반,금속성형기계
9233,달성2차일반산업단지,진원개발,25113,25113+25114,육상 금속 골조 구조재 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,건축가설재
9234,성서지방산업단지,진일공업사,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품
9235,성서지방산업단지,진일산업,29271,29271,반도체 제조용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,반도체장비부품
9236,,진일화스너,25941,25941+25942+25999,볼트 및 너트류 제조업 외 2 종,대구광역시 서구,서구,일반,볼트
9237,대구제3일반산업단지,진주옵티칼,25923,25923,도장 및 기타 피막처리업,대구제3산업단지관리공단,북구,일반산업단지,안경테코팅
9238,대구제3일반산업단지,진주정밀,25924,25924,절삭가공 및 유사처리업,대구제3산업단지관리공단,북구,일반산업단지,선박부품
9239,달성일반산업단지,진진,13409,13409+13402,섬유제품 기타 정리 및 마무리 가공업 외 1 종,달성1차산업단지관리공단,달성군,일반산업단지,산업용섬유가공
9240,,진테크,29229,29229,기타 가공 공작기계 제조업,대구광역시 북구,북구,일반,지그류(자동차및+치과용)
9241,서대구일반산업단지,진품가구아울렛,28519,28519+32099,기타 가정용 전기기기 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,돌침대
9242,서대구일반산업단지,진품가구아울렛,32029,32029,기타 목재가구 제조업,서대구산업단지관리공단,서구,일반산업단지,침대
9243,서대구일반산업단지,진현주(기숙사),74220,74220,소독+구충 및 방제 서비스업,서대구산업단지관리공단,서구,일반산업단지,소독
9244,대구염색일반산업단지,진호염직(주),13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,폴리에스텔
9245,북구검단지방산업단지,진흔건설기계공업,29241,29241,건설 및 채광용 기계장비 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,건설기계부품(정비)
9246,서대구일반산업단지,진흥,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대
9247,,진흥공업사,29141,29141,구름베어링 제조업,대구광역시 서구,서구,일반,기계베어링
9248,대구제3일반산업단지,진흥공업사,25914,25914,그 외 금속 압형제품 제조업,대구제3산업단지관리공단,북구,일반산업단지,기계부품
9249,북구검단지방산업단지,진흥기공,29229,29229,기타 가공 공작기계 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,MCT JIG+산업용기계
9250,성서지방산업단지,진흥모델,29299,29299,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,금형pnl체크 검사치구(장비)
9251,,진흥모델,34309,34309,기타자동차부품제조업,대구광역시 달성군,달성군,일반,자동차차체
9252,대구염색일반산업단지,진흥산업,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,면T/C염색
9253,,진흥산업,13922,13922,어망 및 기타 끈 가공품 제조업,대구광역시 달성군,달성군,일반,차광망+스트랑로프
9254,,진흥산업,33999,33999+31991,그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,대구광역시 중구,중구,일반,공예품+기념품
9255,성서지방산업단지,진흥산업,13409,13409+13402,섬유제품 기타 정리 및 마무리 가공업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,랏셀 레이스 임가공
9256,대구염색일반산업단지,진흥섬유,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,화섬지염가공
9257,성서지방산업단지,진흥섬유,13213,13213,화학섬유직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,랏셀레이스
9258,대구금호워터폴리스일반산업단지,진흥씨앤씨(주),26329,26329,기타 주변기기 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,키오스크
9259,성서지방산업단지,진흥엔지니어링(주),29292,29292+29222+29261+29299,고무+화학섬유 및 플라스틱 성형기 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,산업기계 외
9260,북구검단지방산업단지,진흥엘리베이터,29162,29162,승강기 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,엘리베이터
9261,대구제3일반산업단지,진흥염직,13401,13401,솜 및 실 염색가공업,대구제3산업단지관리공단,북구,일반산업단지,염색가공
9262,,진흥전기판금,28123,28123,배전반 및 전기 자동제어반 제조업,대구광역시 북구,북구,일반,배전반
9263,,진흥정공,29223,29223,금속 절삭기계 제조업,대구광역시 북구,북구,일반,기계부품
9264,,진흥정밀,25924,25924,절삭가공 및 유사처리업,대구광역시 북구,북구,일반,인서트팁
9265,,진흥타이어,22111,22111,타이어 및 튜브 제조업,대구광역시 동구,동구,일반,타이어
9266,대구염색일반산업단지,진흥피그먼트,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,피그먼트염색
9267,서대구일반산업단지,차차모터스,45120,45120,중고 자동차 판매업,서대구산업단지관리공단,서구,일반산업단지,중고 자동차
9268,,참디자인,18111,18111+18113+18119,경 인쇄업 외 2 종,대구광역시 동구,동구,일반,도서+인쇄물
9269,대구제3일반산업단지,참마시푸드,10749,10749,기타 식품 첨가물 제조업,대구제3산업단지관리공단,북구,일반산업단지,치킨소스 등
9270,,참마음식품,10121,10121,가금류 가공 및 저장 처리업,대구광역시 서구,서구,일반,양념계육
9271,,참맛급식,10751,10751+10759,도시락류 제조업 외 1 종,대구광역시 달성군,달성군,일반,도시락
9272,서대구일반산업단지,참솔식품,10129,10129+10122,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,서대구산업단지관리공단,서구,일반산업단지,순대 및 돼지 부산물
9273,대구제3일반산업단지,참신테크(주) ,29294,29294,주형 및 금형 제조업,대구제3산업단지관리공단,북구,일반산업단지,금형
9274,,참유니폼,14112,14112+14111+14191+14192+14199,여자용 겉옷 제조업 외 4 종,대구광역시 서구,서구,일반,유니폼
9275,성서지방산업단지,참텍,31999,31999,그 외 기타 달리 분류되지 않은 운송장비 제조업,대구성서산업단지관리공단,달서구,일반산업단지,정밀측정기기
9276,,창녕목공소,16101,16101,일반 제재업,대구광역시 달성군,달성군,일반,목재제제업
9277,,창대F&C,14192,14192+14111+14112+14191+14194+14199+14300+14499,근무복+작업복 및 유사의복 제조업 외 7 종,대구광역시 서구,서구,일반,근무복
9278,서대구일반산업단지,창대샷다,25111,25111,금속 문+창+셔터 및 관련제품 제조업,서대구산업단지관리공단,서구,일반산업단지,샷다
9279,달성일반산업단지,창대푸드,10129,10129+10712,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,달성1차산업단지관리공단,달성군,일반산업단지,육류가공+피자도우
9280,,창덕기공,25924,25924,절삭가공 및 유사처리업,대구광역시 북구,북구,일반,절삭공구+인서트 연마
9281,대구옥포농공단지,창덕섬유,13104,13104,연사 및 가공사 제조업,대구광역시 달성군,달성군,농공단지,임연사+임가공사+인터레이스사
9282,,창동섬유,13211,13211,면직물 직조업,대구광역시 달성군,달성군,일반,직물제조
9283,성서지방산업단지,창림정밀,29269,29269,기타 섬유+의복 및 가죽 가공 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,기타섬유
9284,성서지방산업단지,창림폴리머,20202,20202,합성수지 및 기타 플라스틱 물질 제조업,대구성서산업단지관리공단,달서구,일반산업단지,플라스틱물질제조
9285,성서지방산업단지,창명산업사,22212,22212+22213,플라스틱 필름 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,플라스틱필름 시트판제조업
9286,서대구일반산업단지,창문애아트블라인드,13223,13223,커튼 및 유사제품 제조업,서대구산업단지관리공단,서구,일반산업단지,롤스크린
9287,대구제3일반산업단지,창문애아트블라인드,13223,13223,커튼 및 유사제품 제조업,대구제3산업단지관리공단,북구,일반산업단지,블라인드
9288,대구제3일반산업단지,창민공업사,28421,28421,운송장비용 조명장치 제조업,대구제3산업단지관리공단,북구,일반산업단지,차량용 전구소켓
9289,,창보공업사,29199,29199+29176,그 외 기타 일반목적용 기계 제조업 외 1 종,대구광역시 달성군,,일반,철공
9290,달성일반산업단지,창봉공업사,23999,23999+19229+23991+23995,그 외 기타 분류 안된 비금속 광물제품 제조업 외 3 종,달성1차산업단지관리공단,달성군,일반산업단지,중좌
9291,,창선 ENG,24222,24222,알루미늄 압연+압출 및 연신제품 제조업,대구광역시 달성군,,일반,알루미늄
9292,성서지방산업단지,창선테크,25924,25924+29120,절삭가공 및 유사처리업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,유공압기기부품
9293,,창성공업사,30399,30399,그 외 자동차용 신품 부품 제조업,대구광역시 북구,북구,일반,자동차부품
9294,,창성밴드,13922,13922,어망 및 기타 끈 가공품 제조업,대구광역시 달성군,,일반,밴드
